"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","33","","com.example.fakestoreapi.test.users.GetUsersTests","","com.example.fakestoreapi.test.users.GetUsersTests","testGetUserByInvalidId","Test GET /users/{id} endpoint with invalid ID [1] 9999, 404",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","26","","com.example.fakestoreapi.test.users.GetUsersTests","","com.example.fakestoreapi.test.users.GetUsersTests","testGetAllUsers","Test GET /users endpoint",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","29","","com.example.fakestoreapi.test.carts.GetCartsTests","","com.example.fakestoreapi.test.carts.GetCartsTests","testGetCartByInvalidId","testGetCartByInvalidId(int, int) [2] -1, 400","Test GET /carts/{id} endpoint"
"passed","Thu Jul 24 15:44:04 UTC 2025","Thu Jul 24 15:44:09 UTC 2025","4719","","com.example.fakestoreapi.test.performance.PerformanceTests","","com.example.fakestoreapi.test.performance.PerformanceTests","testRateLimiting","testRateLimiting()","Test rate limiting"
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","31","","com.example.fakestoreapi.test.carts.PostCartsTests","","com.example.fakestoreapi.test.carts.PostCartsTests","testPostCartWithValidData","Test POST carts with valid data [2] com.example.fakestoreapi.model.Cart@7951a08c, 200",""
"failed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","41","","com.example.fakestoreapi.test.products.PostProductsTests","","com.example.fakestoreapi.test.products.PostProductsTests","testPostProductWithInvalidData","Test POST /products endpoint with invalid data [3] com.example.fakestoreapi.model.Product@3d268a2c, 400",""
"failed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","36","","com.example.fakestoreapi.test.products.PostProductsTests","","com.example.fakestoreapi.test.products.PostProductsTests","testPostProduct","Test POST /products endpoint with valid data [3] com.example.fakestoreapi.model.Product@76ac3ad0, 200",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","36","","com.example.fakestoreapi.test.carts.PutCartsTests","","com.example.fakestoreapi.test.carts.PutCartsTests","testPutValidCart","Test Update /carts/{id} endpoint with valid data [1] com.example.fakestoreapi.model.Cart@1acf7db2, 200",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","33","","com.example.fakestoreapi.test.users.DeleteUsersTests","","com.example.fakestoreapi.test.users.DeleteUsersTests","testDeleteUser","testDeleteUser(int, int) [2] 2, 200","Test DELETE /users/{id} endpoint with valid IDs"
"broken","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","30","","com.example.fakestoreapi.test.products.PutProductsTests","","com.example.fakestoreapi.test.products.PutProductsTests","testPutValidProduct","Test PUT /products/{id} endpoint with valid data [1] com.example.fakestoreapi.model.Product@33224703, 200",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","28","","com.example.fakestoreapi.test.users.DeleteUsersTests","","com.example.fakestoreapi.test.users.DeleteUsersTests","testDeleteUser","testDeleteUser(int, int) [3] 3, 200","Test DELETE /users/{id} endpoint with valid IDs"
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","38","","com.example.fakestoreapi.test.carts.PutCartsTests","","com.example.fakestoreapi.test.carts.PutCartsTests","testPutInvalidCart","Test update /carts/{id} endpoint with invalid data [2] com.example.fakestoreapi.model.Cart@46763680, 400",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","36","","com.example.fakestoreapi.test.carts.PutCartsTests","","com.example.fakestoreapi.test.carts.PutCartsTests","testPutInvalidCart","Test update /carts/{id} endpoint with invalid data [3] com.example.fakestoreapi.model.Cart@3ce17e4, 400",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","51","","com.example.fakestoreapi.test.carts.DeleteCartsTests","","com.example.fakestoreapi.test.carts.DeleteCartsTests","testDeleteCartsByValidId","Test DELETE carts by ID with valid IDs [1] 1, 200",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","26","","com.example.fakestoreapi.test.products.GetProductsTests","","com.example.fakestoreapi.test.products.GetProductsTests","testGetAllProducts","Test GET all products endpoint",""
"broken","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","31","","com.example.fakestoreapi.test.products.PutProductsTests","","com.example.fakestoreapi.test.products.PutProductsTests","testPutValidProduct","Test PUT /products/{id} endpoint with valid data [3] com.example.fakestoreapi.model.Product@7115d5af, 200",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","42","","com.example.fakestoreapi.test.carts.PostCartsTests","","com.example.fakestoreapi.test.carts.PostCartsTests","testPostCartWithValidData","Test POST carts with valid data [1] com.example.fakestoreapi.model.Cart@66008321, 200",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","28","","com.example.fakestoreapi.test.carts.PostCartsTests","","com.example.fakestoreapi.test.carts.PostCartsTests","testPostCartWithInvalidData","Test POST carts with invalid data [1] com.example.fakestoreapi.model.Cart@9d10078, 404",""
"failed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","34","","com.example.fakestoreapi.test.products.PutProductsTests","","com.example.fakestoreapi.test.products.PutProductsTests","testPutInvalidProduct","Test PUT /products endpoint with invalid data [3] com.example.fakestoreapi.model.Product@123fd460, 400",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","36","","com.example.fakestoreapi.test.users.GetUsersTests","","com.example.fakestoreapi.test.users.GetUsersTests","testGetUserByValidId","Test GET /users/{id} endpoint [1] 1, 200",""
"failed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","37","","com.example.fakestoreapi.test.products.PostProductsTests","","com.example.fakestoreapi.test.products.PostProductsTests","testPostProduct","Test POST /products endpoint with valid data [2] com.example.fakestoreapi.model.Product@76d654, 200",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","30","","com.example.fakestoreapi.test.users.PutUsersTests","","com.example.fakestoreapi.test.users.PutUsersTests","testUpdateInvalidUser","Test Update /users/{id} endpoint with invalid data [1] com.example.fakestoreapi.model.User@aecfc07, 400",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","30","","com.example.fakestoreapi.test.users.PostUsersTests","","com.example.fakestoreapi.test.users.PostUsersTests","testPostUserWithValidData","Test POST user with valid data [1] com.example.fakestoreapi.model.User@2c476b8f, 200",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","29","","com.example.fakestoreapi.test.users.PostUsersTests","","com.example.fakestoreapi.test.users.PostUsersTests","testPostUserWithValidData","Test POST user with valid data [2] com.example.fakestoreapi.model.User@58d291c1, 200",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","25","","com.example.fakestoreapi.test.users.GetUsersTests","","com.example.fakestoreapi.test.users.GetUsersTests","testGetUserByInvalidId","Test GET /users/{id} endpoint with invalid ID [2] -1, 400",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","25","","com.example.fakestoreapi.test.carts.GetCartsTests","","com.example.fakestoreapi.test.carts.GetCartsTests","testGetCartByInvalidId","testGetCartByInvalidId(int, int) [1] 9999, 404","Test GET /carts/{id} endpoint"
"failed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","39","","com.example.fakestoreapi.test.products.PostProductsTests","","com.example.fakestoreapi.test.products.PostProductsTests","testPostProductWithInvalidData","Test POST /products endpoint with invalid data [4] com.example.fakestoreapi.model.Product@225d93aa, 400",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","40","","com.example.fakestoreapi.test.users.PutUsersTests","","com.example.fakestoreapi.test.users.PutUsersTests","testUpdateValidUser","Test Update /users/{id} endpoint with valid data [1] com.example.fakestoreapi.model.User@68f4c6e7, 200",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","31","","com.example.fakestoreapi.test.users.DeleteUsersTests","","com.example.fakestoreapi.test.users.DeleteUsersTests","testDeleteUser","testDeleteUser(int, int) [1] 1, 200","Test DELETE /users/{id} endpoint with valid IDs"
"failed","Thu Jul 24 15:44:19 UTC 2025","Thu Jul 24 15:44:19 UTC 2025","33","","com.example.fakestoreapi.test.products.DeleteProductsTests","","com.example.fakestoreapi.test.products.DeleteProductsTests","testDeleteProductByInvalidId","Test DELETE product by ID endpoint with various IDs [3] 0, 400",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","32","","com.example.fakestoreapi.test.users.GetUsersTests","","com.example.fakestoreapi.test.users.GetUsersTests","testGetUserByValidId","Test GET /users/{id} endpoint [3] 3, 200",""
"failed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","32","","com.example.fakestoreapi.test.products.PostProductsTests","","com.example.fakestoreapi.test.products.PostProductsTests","testPostProductWithInvalidData","Test POST /products endpoint with invalid data [2] com.example.fakestoreapi.model.Product@1147ab09, 400",""
"passed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","36","","com.example.fakestoreapi.test.products.GetProductsTests","","com.example.fakestoreapi.test.products.GetProductsTests","testGetProductResponseTime","Test GET /products/{id} response time [1] 1, 200",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","29","","com.example.fakestoreapi.test.carts.DeleteCartsTests","","com.example.fakestoreapi.test.carts.DeleteCartsTests","testDeleteCartsByValidId","Test DELETE carts by ID with valid IDs [3] 3, 200",""
"passed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","30","","com.example.fakestoreapi.test.products.GetProductsTests","","com.example.fakestoreapi.test.products.GetProductsTests","testGetProductResponseTime","Test GET /products/{id} response time [3] 3, 200",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","34","","com.example.fakestoreapi.test.carts.GetCartsTests","","com.example.fakestoreapi.test.carts.GetCartsTests","testGetCartById","Test GET cart by ID endpoint [1] 1, 200",""
"failed","Thu Jul 24 15:44:22 UTC 2025","Thu Jul 24 15:44:22 UTC 2025","27","","com.example.fakestoreapi.test.users.PutUsersTests","","com.example.fakestoreapi.test.users.PutUsersTests","testUpdateInvalidUser","Test Update /users/{id} endpoint with invalid data [2] com.example.fakestoreapi.model.User@297840d7, 400",""
"failed","Thu Jul 24 15:44:19 UTC 2025","Thu Jul 24 15:44:19 UTC 2025","105","","com.example.fakestoreapi.test.products.DeleteProductsTests","","com.example.fakestoreapi.test.products.DeleteProductsTests","testDeleteProductByInvalidId","Test DELETE product by ID endpoint with various IDs [1] 9999, 404",""
"failed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","52","","com.example.fakestoreapi.test.products.GetProductsTests","","com.example.fakestoreapi.test.products.GetProductsTests","testGetProductById","Test GET products by ID endpoint [2] 2, 200",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","22","","com.example.fakestoreapi.test.carts.GetCartsTests","","com.example.fakestoreapi.test.carts.GetCartsTests","testGetCartByInvalidId","testGetCartByInvalidId(int, int) [3] 0, 400","Test GET /carts/{id} endpoint"
"passed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","29","","com.example.fakestoreapi.test.products.GetProductsTests","","com.example.fakestoreapi.test.products.GetProductsTests","testGetProductResponseTime","Test GET /products/{id} response time [2] 2, 200",""
"failed","Thu Jul 24 15:44:19 UTC 2025","Thu Jul 24 15:44:19 UTC 2025","33","","com.example.fakestoreapi.test.products.DeleteProductsTests","","com.example.fakestoreapi.test.products.DeleteProductsTests","testDeleteProductByInvalidId","Test DELETE product by ID endpoint with various IDs [2] -1, 400",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","27","","com.example.fakestoreapi.test.carts.GetCartsTests","","com.example.fakestoreapi.test.carts.GetCartsTests","testGetCartById","Test GET cart by ID endpoint [2] 2, 200",""
"failed","Thu Jul 24 15:44:19 UTC 2025","Thu Jul 24 15:44:19 UTC 2025","26","","com.example.fakestoreapi.test.products.DeleteProductsTests","","com.example.fakestoreapi.test.products.DeleteProductsTests","testDeleteProductById","Test DELETE product by ID endpoint with various IDs [2] 2, 200",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","34","","com.example.fakestoreapi.test.carts.PostCartsTests","","com.example.fakestoreapi.test.carts.PostCartsTests","testPostCartWithValidData","Test POST carts with valid data [3] com.example.fakestoreapi.model.Cart@3b0b20a8, 200",""
"passed","Thu Jul 24 15:44:19 UTC 2025","Thu Jul 24 15:44:19 UTC 2025","37","","com.example.fakestoreapi.test.performance.PerformanceTests","","com.example.fakestoreapi.test.performance.PerformanceTests","testGetUserResponseTime","testGetUserResponseTime(int, int) [3] 3, 200","Test response time for GET /users/{id}"
"failed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","37","","com.example.fakestoreapi.test.products.PostProductsTests","","com.example.fakestoreapi.test.products.PostProductsTests","testPostProduct","Test POST /products endpoint with valid data [1] com.example.fakestoreapi.model.Product@5ea50a98, 200",""
"failed","Thu Jul 24 15:44:21 UTC 2025","Thu Jul 24 15:44:21 UTC 2025","28","","com.example.fakestoreapi.test.carts.PutCartsTests","","com.example.fakestoreapi.test.carts.PutCartsTests","testPutValidCart","Test Update /carts/{id} endpoint with valid data [2] com.example.fakestoreapi.model.Cart@2670435, 200",""
"broken","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","28","","com.example.fakestoreapi.test.products.PutProductsTests","","com.example.fakestoreapi.test.products.PutProductsTests","testPutValidProduct","Test PUT /products/{id} endpoint with valid data [2] com.example.fakestoreapi.model.Product@1ac9c3cc, 200",""
"failed","Thu Jul 24 15:44:20 UTC 2025","Thu Jul 24 15:44:20 UTC 2025","59","","com.example.fakestoreapi.test.products.PutProductsTests","","com.example.fakestoreapi.test.products.PutProductsTests","testPutInvalidProduct","Test PUT /products endpoint with invalid data [1] com.example.fakestoreapi.model.Product@25bfc558, 400",""
